
> honduras 7
        -87.753769         13.287853
        -87.767616         13.289478
        -87.766670         13.298903
        -87.769951         13.306262
        -87.769478         13.309480
        -87.765724         13.311774
        -87.762436         13.312460
        -87.754929         13.308543
        -87.743423         13.311289
        -87.742722         13.309448
        -87.744598         13.305313
        -87.753998         13.300036
        -87.755402         13.296591
        -87.752831         13.291531
        -87.753769         13.287853
