> honduras 4
        -87.556488         13.329431
        -87.570511         13.327911
        -87.573784         13.330495
        -87.573425         13.341434
        -87.573425         13.341434
        -87.574394         13.345298
        -87.581955         13.346928
        -87.584572         13.350153
        -87.584236         13.352082
        -87.576347         13.352060
        -87.570107         13.350112
        -87.565186         13.348167
        -87.557327         13.340100
        -87.548126         13.338142
        -87.547157         13.332992
        -87.556488         13.329431
