> honduras 12
        -86.220718         16.419418
        -86.236786         16.414333
        -86.288773         16.417383
        -86.297829         16.416716
        -86.300484         16.415182
        -86.299629         16.411945
        -86.301834         16.409712
        -86.315765         16.413332
        -86.317642         16.413818
        -86.339333         16.403627
        -86.345490         16.396221
        -86.350983         16.395454
        -86.355133         16.399927
        -86.369576         16.401926
        -86.373894         16.400438
        -86.377151         16.403049
        -86.379768         16.402891
        -86.385643         16.397083
        -86.391411         16.394945
        -86.395149         16.388620
        -86.405930         16.385698
        -86.407761         16.380011
        -86.411179         16.376661
        -86.423248         16.373713
        -86.425186         16.368776
        -86.428078         16.367476
        -86.435898         16.368374
        -86.451202         16.365112
        -86.478325         16.355507
        -86.482285         16.349876
        -86.496475         16.343597
        -86.503052         16.338034
        -86.513168         16.324303
        -86.515816         16.323225
        -86.528618         16.324249
        -86.533188         16.322378
        -86.553368         16.314114
        -86.568336         16.314274
        -86.587181         16.302603
        -86.600365         16.298353
        -86.605453         16.294813
        -86.603172         16.291313
        -86.604897         16.288834
        -86.618126         16.282980
        -86.623322         16.275082
        -86.627899         16.272905
        -86.634789         16.272623
        -86.638756         16.275478
        -86.637215         16.277485
        -86.632355         16.283804
        -86.634521         16.291662
        -86.630905         16.302582
        -86.624229         16.312279
        -86.616943         16.318056
        -86.607857         16.328836
        -86.586983         16.345278
        -86.579079         16.347368
        -86.573418         16.345844
        -86.570312         16.346451
        -86.567978         16.353504
        -86.561119         16.352407
        -86.555611         16.357323
        -86.551376         16.361103
        -86.545242         16.359337
        -86.535812         16.365286
        -86.525719         16.369152
        -86.512619         16.370184
        -86.503967         16.373627
        -86.490875         16.382919
        -86.476303         16.385517
        -86.460640         16.393131
        -86.456932         16.398083
        -86.444862         16.404644
        -86.439812         16.405092
        -86.432945         16.405703
        -86.426598         16.411728
        -86.412628         16.418009
        -86.399010         16.428886
        -86.392319         16.429853
        -86.382378         16.428436
        -86.353249         16.432465
        -86.349152         16.434418
        -86.347580         16.439425
        -86.344940         16.440271
        -86.333885         16.436068
        -86.324409         16.434889
        -86.323059         16.435013
        -86.297462         16.437361
        -86.286804         16.435919
        -86.269478         16.426718
        -86.261185         16.425800
        -86.235825         16.431061
        -86.226196         16.426889
        -86.212379         16.427650
        -86.210068         16.425520
        -86.211304         16.423948
        -86.220718         16.419418
