> honduras 1
        -87.386261         13.382986
        -87.389748         13.375691
        -87.391411         13.364432
        -87.399162         13.365141
        -87.400703         13.368181
        -87.403839         13.374347
        -87.406197         13.368606
        -87.413704         13.370693
        -87.415123         13.368628
        -87.414658         13.365868
        -87.421249         13.355309
        -87.426651         13.354173
        -87.427811         13.362451
        -87.425446         13.372789
        -87.420731         13.382433
        -87.417885         13.394609
        -87.414825         13.397820
        -87.406387         13.391593
        -87.392059         13.392018
        -87.386246         13.387330
        -87.386261         13.382986
