> honduras 0
        -87.451271         13.404604
        -87.451622         13.396884
        -87.449989         13.395592
        -87.438156         13.393943
        -87.431770         13.387648
        -87.431282         13.385393
        -87.432938         13.383307
        -87.437866         13.383485
        -87.446724         13.388020
        -87.453789         13.389812
        -87.457382         13.394972
        -87.457359         13.401085
        -87.454224         13.406062
        -87.451271         13.404604
