
> honduras 10
        -85.918190         16.444159
        -85.918961         16.442347
        -85.917168         16.438850
        -85.920197         16.433203
        -85.942047         16.418703
        -85.953064         16.408472
        -85.958786         16.407951
        -85.964142         16.411781
        -85.951469         16.421507
        -85.946655         16.431232
        -85.942253         16.450382
        -85.939819         16.452147
        -85.933144         16.452637
        -85.930481         16.454165
        -85.927803         16.456150
        -85.927010         16.466455
        -85.920853         16.473158
        -85.917313         16.479710
        -85.909462         16.487509
        -85.906876         16.494089
        -85.901909         16.500597
        -85.898346         16.500490
        -85.888008         16.496279
        -85.884590         16.499161
        -85.886017         16.506779
        -85.871872         16.510256
        -85.869759         16.509275
        -85.869133         16.506502
        -85.871178         16.501972
        -85.868370         16.500511
        -85.865028         16.500870
        -85.859673         16.504610
        -85.852478         16.505613
        -85.847488         16.506310
        -85.845398         16.504639
        -85.842651         16.493769
        -85.843735         16.489670
        -85.856041         16.484072
        -85.867729         16.483047
        -85.869713         16.480581
        -85.868088         16.471811
        -85.873619         16.462337
        -85.883560         16.456207
        -85.898438         16.452063
        -85.907150         16.447273
        -85.918190         16.444159
