
> honduras 8
        -87.642090         13.244022
        -87.656639         13.246114
        -87.659454         13.248186
        -87.664841         13.259459
        -87.664833         13.264517
        -87.661293         13.281523
        -87.657768         13.287034
        -87.641563         13.291837
        -87.633354         13.286536
        -87.623032         13.282612
        -87.618332         13.283524
        -87.615761         13.277772
        -87.616470         13.270877
        -87.613190         13.266963
        -87.616722         13.261682
        -87.616882         13.260829
        -87.619316         13.248123
        -87.623543         13.249049
        -87.630119         13.244233
        -87.642090         13.244022
