time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-10-30T23:56:30.100Z,13.1258,-88.6936,70,4.4,mb,,170,0.764,0.89,us,us200041kp,2016-01-30T02:10:58.040Z,23km SW of Puerto El Triunfo  El Salvador,earthquake,8,11.6,0.082,43,reviewed,us,us
2015-10-27T22:49:41.760Z,13.3212,-88.0872,144.97,4.9,mww,,50,1.077,1.03,us,us20004005,2016-11-10T21:57:26.272Z,12km NNE of Chirilagua  El Salvador,earthquake,6.5,4.2,,,reviewed,us,us
2015-10-14T07:31:52.240Z,13.0235,-88.7959,51.84,4.1,md,,119,0.783,1.14,us,us10003nix,2016-01-11T21:07:26.040Z,39km SW of Puerto El Triunfo  El Salvador,earthquake,7.3,9.8,,,reviewed,us,snet
2015-10-02T11:01:27.440Z,13.2629,-89.1194,67.73,4.3,mb,,115,0.435,1,us,us10003jr1,2016-01-04T22:28:45.040Z,27km SSW of El Rosario  El Salvador,earthquake,6.8,8,0.068,61,reviewed,us,us
2015-09-30T23:45:45.570Z,13.2811,-87.8732,5.3,4,md,,144,0.967,0.57,us,us10003v1l,2015-12-28T23:08:52.040Z,3km SSW of Conchagua  El Salvador,earthquake,3.5,9,,,reviewed,us,snet
2015-09-30T17:31:32.780Z,13.4193,-87.7209,10,4.4,mb,,103,0.769,0.96,us,us10003n17,2015-12-28T23:08:52.040Z,7km SW of El Cubolero  Honduras,earthquake,5.9,1.9,0.309,3,reviewed,us,us
2015-09-28T13:37:04.560Z,16.6265,-86.397,12.8,4.9,mb,,32,2.69,0.64,us,us20003pnj,2016-11-10T21:54:20.120Z,30km N of French Harbor  Honduras,earthquake,6.5,4.2,0.03,350,reviewed,us,us
2015-09-27T21:16:20.000Z,12.951,-89.168,21.3,4.1,md,,,,0.53,us,us10003iz2,2015-12-28T23:08:45.040Z,61km SSE of La Libertad  El Salvador,earthquake,5.6,8.9,,,reviewed,snet,snet
2015-09-22T02:48:58.260Z,13.1716,-88.9285,71.28,4.2,mb,,138,0.591,0.74,us,us20003mpz,2015-12-21T23:16:31.040Z,36km S of Zacatecoluca  El Salvador,earthquake,5.5,3.4,0.109,23,reviewed,us,us
2015-09-21T09:20:21.470Z,13.4733,-89.3749,62.18,4.3,mb,,94,0.253,0.83,us,us20003me8,2015-12-21T23:16:29.040Z,5km WSW of La Libertad  El Salvador,earthquake,5.5,6.2,0.119,20,reviewed,us,us
2015-09-21T05:08:57.220Z,13.7557,-89.2768,4.15,3.1,md,,141,0.081,0.98,us,us20003mpq,2015-12-21T23:16:28.040Z,7km WNW of Mejicanos  El Salvador,earthquake,5.2,6,,,reviewed,us,snet
2015-09-12T11:22:02.140Z,12.9557,-86.581,6.87,4.5,mb,,35,0.421,0.63,us,us20003j0c,2015-12-12T00:42:48.040Z,8km NNW of El Sauce  Nicaragua,earthquake,3.7,5,0.039,192,reviewed,us,us
2015-08-21T16:04:45.240Z,13.3204,-89.2923,73.65,4.2,mb,,132,0.369,0.88,us,us1000340s,2015-11-24T02:09:27.040Z,18km S of La Libertad  El Salvador,earthquake,7.5,7.5,0.118,20,reviewed,us,us
2015-08-09T07:05:58.380Z,13.6682,-88.478,9.86,4.5,mwr,,129,0.732,0.65,us,us100030ix,2015-11-06T18:06:23.040Z,13km WSW of Sesori  El Salvador,earthquake,5.8,5.9,0.063,24,reviewed,us,us
2015-06-13T09:50:00.480Z,13.0812,-88.6957,71.12,4.3,mb,,162,0.796,1.17,us,us10002lkn,2015-08-20T00:43:56.040Z,27km SW of Puerto El Triunfo  El Salvador,earthquake,7.5,9.3,0.09,35,reviewed,us,us
2015-06-06T10:19:39.870Z,13.0707,-88.7932,57.43,4.4,mb,,89,0.746,0.87,us,us20002mj9,2015-08-10T13:08:22.040Z,35km SW of Puerto El Triunfo  El Salvador,earthquake,6.6,6.7,0.049,121,reviewed,us,us
2015-05-28T21:26:32.960Z,13.2655,-87.8444,181.63,4.4,mb,,142,0.963,0.63,us,us20002mzp,2015-08-08T00:48:53.040Z,5km SSE of Conchagua  El Salvador,earthquake,5.7,8.7,0.054,100,reviewed,us,us
2015-04-29T01:25:22.960Z,13.4194,-89.3552,68.6,4.4,mb,,186,0.291,0.95,us,us20002acw,2015-07-03T00:23:46.040Z,8km SSW of La Libertad  El Salvador,earthquake,4.7,6,0.169,10,reviewed,us,us
2015-04-12T15:12:13.780Z,12.9942,-89.1516,54.01,4.2,mb,,200,0.692,0.81,us,us10002aur,2015-06-22T23:18:58.040Z,57km SSE of La Libertad  El Salvador,earthquake,4.4,10,0.153,12,reviewed,us,us
2015-04-03T12:36:58.000Z,13.004,-88.729,62.2,4.6,mb,,,,1.14,us,us10001tk0,2015-06-16T01:00:25.040Z,36km SSW of Puerto El Triunfo  El Salvador,earthquake,3.8,5.3,0.036,235,reviewed,snet,us
2015-03-10T17:38:57.680Z,13.0781,-88.633,84.65,4.3,mb,,121,0.839,1.12,us,us10001lbu,2015-05-28T00:48:41.040Z,24km SSW of Puerto El Triunfo  El Salvador,earthquake,5.7,6.3,0.053,103,reviewed,us,us
2015-02-24T03:03:14.900Z,13.5312,-88.603,183.23,4.3,mb,,148,0.63,0.39,us,usc000tskr,2015-05-12T20:29:43.040Z,8km WNW of Berlin  El Salvador,earthquake,5.5,6.2,0.111,23,reviewed,us,us
2015-02-02T05:27:43.620Z,13.1174,-88.0009,151.73,4.4,mb,,116,1.015,0.83,us,usc000tnpm,2015-05-02T14:06:22.040Z,10km SSE of Intipuca  El Salvador,earthquake,9.2,9.2,0.067,65,reviewed,us,us
2015-01-31T11:40:27.830Z,14.5281,-89.1301,10,4.6,mb,,84,0.207,0.59,us,usc000tkks,2015-05-12T12:58:27.246Z,10km NNE of Sinuapa  Honduras,earthquake,3.4,1.7,0.059,91,reviewed,us,us
2015-01-30T15:01:05.000Z,14.505,-89.185,1.1,4,md,,,,1.28,us,usc000tmh8,2015-05-02T14:05:50.040Z,6km N of Sinuapa  Honduras,earthquake,2.9,7.6,,,reviewed,snet,snet
2015-01-29T07:42:15.000Z,12.963,-88.649,50.1,4.3,mwr,,,,1.48,us,usc000tmfm,2015-05-02T14:06:22.040Z,37km SSW of Puerto El Triunfo  El Salvador,earthquake,5.8,9,0.086,13,reviewed,snet,us
2015-01-28T17:56:04.820Z,13.0106,-89.0659,70.57,4.3,mb,,160,0.691,1.17,us,usc000tlkc,2015-04-24T16:56:18.040Z,54km S of El Rosario  El Salvador,earthquake,8.2,4.7,0.126,20,reviewed,us,us
2015-01-25T22:08:54.000Z,13.743,-89.226,7.3,3.4,md,,,,0.76,us,usb000tihp,2015-04-24T16:54:34.040Z,1km WNW of Mejicanos  El Salvador,earthquake,5.8,7.9,,,reviewed,snet,snet
2015-01-10T01:59:00.640Z,12.9384,-89.2011,60.41,4.3,mb,,174,0.744,0.9,us,usc000teeg,2015-04-10T18:56:28.040Z,62km SSE of La Libertad  El Salvador,earthquake,9,9.5,0.116,29,reviewed,us,us
2015-01-08T09:44:14.000Z,13.144,-89.303,49.4,4.4,mb,,,,1.29,us,usc000td33,2015-04-10T18:56:26.040Z,38km S of La Libertad  El Salvador,earthquake,7.5,3.2,0.068,74,reviewed,snet,us
2014-12-30T22:03:07.000Z,13.139,-89.276,50.1,4.3,mb,,,,1.03,us,usc000tavb,2015-03-17T02:38:17.040Z,38km S of La Libertad  El Salvador,earthquake,6.7,7,0.108,26,reviewed,snet,us
2014-12-06T17:06:59.390Z,13.5156,-88.3152,194.49,4.4,mb,,121,1.146,0.87,us,usc000t891,2015-02-28T02:16:10.040Z,4km ENE of Chinameca  El Salvador,earthquake,10.8,7.3,0.058,86,reviewed,us,us
2014-11-13T16:14:00.080Z,13.1221,-87.5824,199.82,5.2,mb,,34,0.146,0.85,us,usc000swzu,2015-02-12T01:42:39.040Z,20km SSE of Amapala  Honduras,earthquake,5.2,4.5,0.031,372,reviewed,us,us
2014-11-13T05:18:09.000Z,12.936,-88.644,64.4,3.7,md,,,,1.34,us,usb000t1lk,2015-02-12T01:42:38.040Z,39km SSW of Puerto El Triunfo  El Salvador,earthquake,4,8.6,,,reviewed,snet,snet
2014-10-23T23:05:32.000Z,12.952,-88.728,50.9,4.9,mb,,,,1.16,us,usb000sq7e,2015-01-17T01:25:34.040Z,41km SSW of Puerto El Triunfo  El Salvador,earthquake,5.5,3.9,0.033,312,reviewed,snet,us
2014-10-04T16:07:40.970Z,13.7634,-88.7865,200.88,4.5,mb,,82,0.439,0.67,us,usb000sisc,2014-12-23T01:42:02.040Z,6km ENE of San Sebastian  El Salvador,earthquake,4.6,5.6,0.074,55,reviewed,us,us
2014-09-23T20:51:42.000Z,13.131,-89.209,62.2,4,md,,,,1.06,us,usb000si65,2014-12-19T00:05:27.040Z,41km SSE of La Libertad  El Salvador,earthquake,8,5.8,,,reviewed,snet,snet
2014-09-15T14:23:50.950Z,13.1898,-89.0329,78,4.2,mb,,120,0.53,1.16,us,usb000scix,2014-12-08T23:31:02.040Z,34km S of El Rosario  El Salvador,earthquake,7.2,6.2,0.078,48,reviewed,us,us
2014-09-08T03:14:49.220Z,13.0409,-89.334,35,3.9,mb,,174,0.649,0.95,us,usb000ski2,2014-12-05T23:36:38.040Z,49km S of La Libertad  El Salvador,earthquake,6,2,0.125,17,reviewed,us,us
2014-09-08T02:39:32.670Z,13.059,-88.7182,47.26,4,mb,,154,0.799,1.42,us,usb000sa8u,2014-12-05T23:36:38.040Z,30km SW of Puerto El Triunfo  El Salvador,earthquake,5.8,12.1,0.183,8,reviewed,us,us
2014-08-31T13:55:02.620Z,13.0101,-88.6497,57.94,4.6,mb,,42,0.879,0.99,us,usc000s8h6,2014-11-29T00:09:23.000Z,32km SSW of Puerto El Triunfo  El Salvador,earthquake,6.1,1.9,0.034,279,reviewed,us,us
2014-08-30T19:05:10.010Z,13.1191,-87.6765,185.43,4.4,mb,,154,0.756,0.53,us,usc000s8b8,2014-11-29T00:09:21.000Z,19km S of Amapala  Honduras,earthquake,8.2,7.9,0.081,44,reviewed,us,us
2014-08-03T00:23:56.450Z,13.6878,-89.0709,185.42,4.4,mb,,140,0.156,0.88,us,usb000rzkj,2014-10-29T19:52:57.000Z,4km ESE of Ilopango  El Salvador,earthquake,,7.3,0.049,124,reviewed,us,us
2014-06-22T03:56:02.000Z,13.188,-89.335,58.4,4.1,mb,,,,0.95,us,usc000rjwh,2014-09-19T17:23:05.000Z,33km S of La Libertad  El Salvador,earthquake,,5.9,0.139,14,reviewed,snet,us
2014-06-01T09:19:39.000Z,13.028,-88.636,64.1,4.1,mb,,,,1.39,us,usc000rhdx,2014-08-26T01:21:08.000Z,29km SSW of Puerto El Triunfo  El Salvador,earthquake,,6.6,0.081,43,reviewed,snet,us
2014-05-14T17:29:43.370Z,12.967,-88.8344,61.88,4.5,mb,,83,0.813,0.99,us,usb000qmmp,2015-01-31T04:43:14.567Z,46km SW of Puerto El Triunfo  El Salvador,earthquake,,5.9,0.044,160,reviewed,us,us
2014-04-17T04:51:51.810Z,13.7911,-89.1005,10,4.4,mb,,109,0.164,0.83,us,usb000pnh0,2014-07-04T01:33:18.000Z,2km ENE of Tonacatepeque  El Salvador,earthquake,,2,0.24,5,reviewed,us,us
2014-04-03T00:28:43.480Z,13.4276,-89.0975,74.22,4,mb,,167,0.288,1.45,us,usc000p243,2014-06-11T06:06:03.000Z,10km SW of El Rosario  El Salvador,earthquake,,3.4,0.195,7,reviewed,us,us
2014-03-14T19:24:40.610Z,13.0613,-88.4488,82.5,4.6,mb,,121,0.871,1.33,us,usc000nbvl,2014-05-16T21:51:40.000Z,26km SSE of Puerto El Triunfo  El Salvador,earthquake,,8.1,0.206,8,reviewed,us,us
2014-03-09T19:32:32.540Z,13.5584,-88.3302,221.41,4.3,mb,,121,0.885,1.08,us,usc000n61p,2014-05-15T02:23:58.000Z,2km ENE of Lolotique  El Salvador,earthquake,,7.2,0.106,28,reviewed,us,us
2014-02-14T15:21:45.820Z,13.0939,-87.5887,175.84,4.3,mb,,112,1.005,1.26,us,usb000my4m,2014-04-30T21:18:20.000Z,23km SSE of Amapala  Honduras,earthquake,,7.3,0.169,10,reviewed,us,us
2014-02-07T16:50:04.000Z,13.086,-89.014,50.7,4.2,md,,,,0.71,us,usc000mmca,2014-04-22T18:30:08.000Z,45km S of El Rosario  El Salvador,earthquake,,7.5,,,reviewed,snet,snet
2014-02-05T00:23:09.870Z,15.1013,-88.6151,9.71,4.1,mb,,60,0.633,0.96,us,usc000mhs5,2014-04-22T18:30:05.000Z,3km N of El Corozal  Honduras,earthquake,,2.8,0.123,20,reviewed,us,us
2014-02-04T06:59:56.970Z,13.2127,-89.193,68.8,4.1,mb,,169,0.472,1.48,us,usc000mguz,2015-01-30T16:01:30.654Z,33km SSE of La Libertad  El Salvador,earthquake,,3.9,0.131,18,reviewed,us,us
2014-01-20T12:54:42.000Z,12.99,-88.851,49.1,3.8,mb,,,,0.77,us,usb000m7ay,2014-03-22T00:05:26.000Z,46km SW of Puerto El Triunfo  El Salvador,earthquake,,8.9,0.293,3,reviewed,snet,us
2014-01-03T22:40:02.040Z,14.441,-88.8671,180.31,4.1,mb,,147,1.592,0.73,us,usb000m4pl,2014-03-07T00:25:57.000Z,8km ESE of Sensenti  Honduras,earthquake,,12.3,0.213,6,reviewed,us,us
2013-12-16T04:59:11.700Z,13.5738,-88.4544,191.16,4.7,mb,,113,0.763,0.89,us,usc000llbq,2014-02-21T23:00:56.000Z,9km NW of Jucuapa  El Salvador,earthquake,,6.3,0.049,,reviewed,us,us
2013-12-13T04:45:11.460Z,13.1334,-89.0898,67.59,5.6,mwb,,41,0.567,0.95,us,usc000ljv7,2017-10-11T20:44:22.168Z,40km S of El Rosario  El Salvador,earthquake,,3.6,0.061,,reviewed,us,us
2013-11-29T16:01:57.850Z,13.1592,-89.1112,69.61,4.8,mb,,128,0.537,1.02,us,usb000l82l,2015-01-30T00:00:35.723Z,38km SSW of El Rosario  El Salvador,earthquake,,5.6,0.048,,reviewed,us,us
2013-11-24T07:12:41.000Z,13.093,-89.18,53.3,4,md,,,,0.75,us,usc000lv94,2014-02-11T02:18:57.000Z,46km SSE of La Libertad  El Salvador,earthquake,,9.5,,,reviewed,snet,snet
2013-11-21T04:28:40.530Z,13.0601,-89.0841,62.46,4.3,mb,,86,0.639,0.82,us,usb000l3bs,2015-01-30T14:06:54.720Z,48km S of El Rosario  El Salvador,earthquake,,6.4,0.083,,reviewed,us,us
2013-11-16T19:24:08.000Z,13.211,-88.854,82.2,4.1,md,,,,0.59,us,usb000l3m8,2014-01-31T21:22:23.000Z,31km WSW of Jiquilisco  El Salvador,earthquake,,6.9,,,reviewed,snet,snet
2013-11-13T10:13:15.810Z,15.5906,-87.2698,10,4.3,mwr,,45,1.281,0.88,us,usb000kwsb,2015-01-31T02:03:11.253Z,3km WNW of San Juan Pueblo  Honduras,earthquake,,1.8,0.065,,reviewed,us,us
2013-11-03T10:52:44.570Z,12.9944,-88.8372,67.25,3.9,mb,,192,0.788,1.4,us,usb000l3dm,2014-01-10T10:03:45.000Z,44km SW of Puerto El Triunfo  El Salvador,earthquake,,9.3,0.097,,reviewed,us,us
2013-11-01T13:39:50.120Z,12.9878,-88.8534,68.05,4.2,mb,,146,0.786,1.32,us,usb000kqyf,2014-01-10T10:03:41.000Z,46km SW of Puerto El Triunfo  El Salvador,earthquake,,7.1,0.215,,reviewed,us,us
2013-09-25T09:40:13.000Z,13.095,-89.186,52.8,4.1,mb,,,,1.48,us,usb000kj3z,2013-12-13T09:00:32.000Z,45km SSE of La Libertad  El Salvador,earthquake,,8,0.369,,reviewed,snet,us
2013-09-19T08:29:21.830Z,15.5886,-87.142,9.38,4.1,mwr,,60,1.404,1.03,us,usb000jw2j,2013-12-09T21:11:08.000Z,1km SE of San Antonio  Honduras,earthquake,,2.7,0.063,,reviewed,us,us
2013-09-09T09:57:24.590Z,13.2056,-89.2719,66.66,4.1,mb,,175,1.347,0.8,us,usb000k69b,2013-11-15T03:20:29.000Z,31km S of La Libertad  El Salvador,earthquake,,14.2,0.235,,reviewed,us,us
2013-08-24T18:59:06.800Z,15.1698,-87.5666,14.12,4.6,mwr,,62,1.138,1.31,us,usb000jbep,2015-01-28T23:26:51.548Z,11km SSE of Nueva Esperanza  Honduras,earthquake,,4.5,0.069,,reviewed,us,us
2013-08-04T15:43:04.000Z,13.14,-89.332,55.6,4.4,mb,,,,1.68,us,usb000iv8u,2013-09-25T17:45:52.000Z,38km S of La Libertad  El Salvador,earthquake,,7.5,0.059,,reviewed,us_snet,us
2013-07-15T21:59:31.000Z,13.177,-89.365,63.4,4.4,mb,65,100,,,us,usb000iexh,2014-11-07T01:51:16.659Z,29km SSE of La Libertad  El Salvador,earthquake,,,,84,reviewed,snet,us
2013-07-09T12:03:30.000Z,13.182,-89.365,60.2,4.1,md,14,100,,,us,usp000k1ux,2014-11-07T01:51:14.560Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2013-07-08T02:52:42.840Z,13.29,-89.172,55,5.7,mww,110,24,,1.52,us,usb000i8nx,2015-01-28T17:11:18.787Z,31km SSW of El Rosario  El Salvador,earthquake,,,,,reviewed,us,us
2013-06-26T03:37:08.650Z,12.979,-88.78,62.3,4,mb,32,157,,1.44,us,usc000i0jk,2014-11-07T01:51:07.538Z,42km SW of Puerto El Triunfo  El Salvador,earthquake,,18.4,,27,reviewed,us,us
2013-06-22T10:59:33.000Z,12.96,-89.351,44.5,4,md,13,100,,,us,us2013rtbb,2014-11-07T01:51:06.737Z,72km SSW of La Libertad  El Salvador,earthquake,,,,,reviewed,snet,snet
2013-06-20T16:16:11.510Z,15.686,-87.201,9,4.3,mb,47,88,,1.44,us,usc000hw3i,2014-11-07T01:51:06.372Z,10km E of Atenas de San Cristobal  Honduras,earthquake,,5.7,,31,reviewed,us,us
2013-06-02T08:33:18.980Z,16.325,-87.87,10,4.3,mb,85,84,,1.41,us,usp000k12e,2014-11-07T01:50:59.560Z,offshore Honduras,earthquake,,,,99,reviewed,us,us
2013-05-29T04:24:38.500Z,14.622,-89.032,10.8,4.2,mb,20,161,,1.13,us,usb000h7z2,2014-11-07T01:50:55.279Z,7km SE of La Encarnacion  Honduras,earthquake,,5,,14,reviewed,us,us
2013-05-15T13:20:27.890Z,13.056,-88.781,82.2,4.4,mb,105,85.2,,0.77,us,us2013qfay,2015-01-30T17:41:23.866Z,30km SW of Puerto El Triunfo  El Salvador,earthquake,,3.5,,72,reviewed,us,us
2013-05-05T00:42:24.850Z,15.545,-87.144,26.9,4.7,mb,273,60.8,,1.07,us,us2013pvad,2015-03-24T18:21:40.743Z,2km SE of San Juan Pueblo  Honduras,earthquake,,8.6,,233,reviewed,us,us
2013-04-24T02:15:51.040Z,15.527,-87.167,10,4.5,mb,131,67.5,,1.11,us,usp000k0dn,2014-11-07T01:50:38.158Z,Honduras,earthquake,,,,104,reviewed,us,us
2013-04-24T02:09:12.680Z,15.714,-86.991,10,4.4,mb,18,66.1,,1.29,us,usp000k0dm,2014-11-07T01:50:38.155Z,Honduras,earthquake,,,,11,reviewed,us,us
2013-04-24T02:05:11.680Z,15.342,-87.218,10,4.8,mb,29,83.1,,1.05,us,usp000k0dk,2014-11-07T01:50:38.152Z,Honduras,earthquake,,,,22,reviewed,us,us
2013-04-24T02:04:21.430Z,15.39,-87.177,10,4.7,mb,226,73.2,,1.3,us,usb000geq5,2015-01-30T06:01:42.062Z,5km SSE of San Juan Pueblo  Honduras,earthquake,,,,208,reviewed,us,us
2013-04-21T07:46:44.230Z,15.597,-87.195,15,4.7,mb,103,72.1,,1.37,us,usb000gd3b,2014-11-07T01:50:37.116Z,1km SE of San Francisco  Honduras,earthquake,,0,,76,reviewed,us,us
2013-04-21T06:51:37.380Z,15.576,-87.216,11.6,4.1,mb,39,88,,0.92,us,usb000gd2r,2015-01-31T02:13:07.250Z,3km SSE of San Antonio  Honduras,earthquake,,8.4,,38,reviewed,us,us
2013-04-18T17:59:50.110Z,15.485,-87.103,15.5,4.6,mb,143,67.3,,1.02,us,usb000gasz,2014-11-07T01:50:35.653Z,11km SSE of San Francisco  Honduras,earthquake,,11.1,,99,reviewed,us,us
2013-04-18T17:25:57.930Z,15.473,-87.32,22.9,4.4,mb,23,126.5,,1,us,usb000gat2,2014-11-07T01:50:35.648Z,19km E of Ocote Paulino  Honduras,earthquake,,23,,12,reviewed,us,us
2013-04-12T03:24:34.170Z,15.602,-87.586,10,4.1,mb,22,125.3,,0.92,us,usb000g5iu,2014-11-07T01:50:33.051Z,7km ESE of Mezapa  Honduras,earthquake,,,,17,reviewed,us,us
2013-04-10T19:14:01.540Z,15.52,-87.159,3.5,5.4,mwb,502,36.4,,0.9,us,usb000g4a2,2017-10-11T20:29:04.023Z,5km S of San Juan Pueblo  Honduras,earthquake,,6.4,,,reviewed,us,us
2013-02-05T16:32:06.420Z,12.964,-88.131,45.3,4.3,mb,11,177.5,,0.73,us,usp000jz0m,2014-11-07T01:50:00.780Z,offshore El Salvador,earthquake,,16.1,,6,reviewed,us,us
2013-02-01T17:03:33.000Z,13.176,-89.262,55.8,4.4,md,11,180,,,us,usp000jyy1,2014-11-07T01:49:58.422Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2013-01-29T15:09:32.000Z,13.05,-89.011,53.1,4.1,mb,15,164.2,,,us,usp000jyw0,2014-11-07T01:49:54.401Z,offshore El Salvador,earthquake,,,,3,reviewed,snet,us
2013-01-26T09:36:40.890Z,13.094,-89.248,76,4.5,mb,56,178.2,,0.89,us,usp000jyu7,2015-03-24T18:30:41.125Z,offshore El Salvador,earthquake,,7.2,,34,reviewed,us,us
2012-12-28T16:23:48.000Z,13.501,-89.098,169.6,4.7,mb,54,105.2,,,us,usp000jxhh,2014-11-07T01:49:40.533Z,El Salvador,earthquake,,,,29,reviewed,snet,us
2012-10-25T21:24:11.260Z,13.161,-88.328,29.5,4.2,mb,21,124.3,,1.05,us,usp000juer,2014-11-07T01:49:08.742Z,offshore El Salvador,earthquake,,22.5,,7,reviewed,us,us
2012-10-05T06:38:31.790Z,13.401,-87.831,10,3.9,md,7,157.2,,1.48,us,usp000jtjw,2014-11-07T01:49:02.760Z,Honduras,earthquake,,,,,reviewed,us,snet
2012-10-05T05:31:28.110Z,13.378,-87.804,10,3.6,md,6,156,,1.12,us,usp000jtjp,2014-11-07T01:49:02.741Z,Honduras,earthquake,,,,,reviewed,us,snet
2012-10-05T05:27:59.000Z,13.328,-87.821,5.7,3.6,md,5,252.4,,,us,usp000jtjn,2014-11-07T01:49:02.739Z,Golfo de Fonseca  El Salvador,earthquake,,,,,reviewed,snet,snet
2012-10-02T03:52:49.460Z,13.819,-89.152,81.5,4.4,mb,18,137.3,,0.88,us,usp000jtcw,2014-11-07T01:49:00.607Z,El Salvador,earthquake,,9.2,,3,reviewed,us,us
2012-09-28T05:03:33.000Z,13.33,-87.824,5.5,3.6,md,6,162,,,us,usp000jt58,2014-11-07T01:48:56.147Z,Golfo de Fonseca  El Salvador,earthquake,,,,,reviewed,snet,snet
2012-09-24T22:22:21.440Z,13.332,-89.185,110,4,mb,16,186.9,,1.41,us,usp000jswv,2014-11-07T01:48:54.565Z,offshore El Salvador,earthquake,,11.7,,8,reviewed,us,us
2012-09-23T01:51:36.790Z,12.927,-88.641,82.5,4.5,mb,200,81.8,,0.99,us,usp000jsrr,2015-03-24T02:16:51.257Z,offshore El Salvador,earthquake,,4,,143,reviewed,us,us
2012-09-19T04:27:02.930Z,13.046,-88.615,82.3,4.1,mb,38,166.7,,0.95,us,usp000jsjk,2014-11-07T01:48:52.794Z,offshore El Salvador,earthquake,,7,,25,reviewed,us,us
2012-08-27T18:44:41.500Z,13.312,-88.347,10,4,mb,13,139.7,,1.35,us,usp000jqxw,2014-11-07T01:48:38.348Z,El Salvador,earthquake,,,,2,reviewed,us,us
2012-08-27T12:56:33.240Z,12.967,-88.292,35,4.3,mb,31,129.8,,0.99,us,usp000jqx4,2014-11-07T01:48:38.260Z,offshore El Salvador,earthquake,,,,16,reviewed,us,us
2012-08-18T06:43:46.190Z,13.094,-88.879,35,3.8,md,6,190,,0.99,us,usp000jqes,2014-11-07T01:48:35.329Z,offshore El Salvador,earthquake,,,,,reviewed,us,snet
2012-08-16T20:13:03.360Z,13.253,-89.287,72.8,4.1,mb,29,125.1,,1.35,us,usp000jqd3,2014-11-07T01:48:35.026Z,offshore El Salvador,earthquake,,8.5,,4,reviewed,us,us
2012-08-15T23:45:52.330Z,13.148,-89.215,56,5.5,mwb,475,22.9,,1.25,us,usp000jqc7,2017-10-11T20:11:52.291Z,offshore El Salvador,earthquake,,,,,reviewed,us,us
2012-08-02T15:36:33.560Z,14.581,-89.01,25.1,4.6,mb,269,92.9,,1.08,us,usp000jpss,2015-03-24T01:31:41.664Z,Honduras,earthquake,,8.3,,220,reviewed,us,us
2012-07-31T00:20:00.000Z,13.673,-88.785,6,4,mb,8,163,,,us,usp000jpnt,2014-11-07T01:48:25.396Z,El Salvador,earthquake,,,,6,reviewed,snet,us
2012-07-22T10:36:41.740Z,14.504,-89.112,50.6,4.4,mb,157,87.3,,0.97,us,usp000jpae,2015-03-24T02:15:02.295Z,Honduras,earthquake,,5.6,,117,reviewed,us,us
2012-07-12T03:52:49.830Z,16.083,-84.945,25.4,4.3,mb,129,34.5,,1.03,us,usp000jnws,2014-11-07T01:48:18.831Z,offshore Honduras,earthquake,,8.9,,99,reviewed,us,us
2012-06-03T20:55:48.540Z,13.28,-89.3,74.7,4.2,mb,38,105.5,,1.29,us,usp000jm9x,2014-11-07T01:48:00.165Z,offshore El Salvador,earthquake,,8,,7,reviewed,us,us
2012-05-27T21:52:52.360Z,13.147,-89.054,88.2,4.4,mb,27,173.9,,1.18,us,usp000jm0t,2014-11-07T01:47:54.134Z,offshore El Salvador,earthquake,,10,,19,reviewed,us,us
2012-05-11T06:15:00.460Z,15.611,-88.819,8,4.4,mb,113,105.3,,1.08,us,usp000jk9v,2015-03-24T01:29:15.422Z,Guatemala,earthquake,,9.4,,76,reviewed,us,us
2012-04-28T06:36:27.670Z,15.701,-89.345,28,4.2,mb,50,60.6,,1.35,us,usp000jjq9,2014-11-07T01:47:37.798Z,Guatemala,earthquake,,20.3,,29,reviewed,us,us
2012-04-23T00:20:34.440Z,15.766,-89.211,10,5.2,mb,385,70.5,,1.05,us,usp000jjem,2014-11-07T01:47:36.118Z,Guatemala,earthquake,,,,296,reviewed,us,us
2012-03-27T18:39:18.390Z,12.971,-89.222,60.5,4.3,mb,29,183.2,,1.54,us,usp000jgvs,2014-11-07T01:47:19.901Z,offshore El Salvador,earthquake,,14.8,,21,reviewed,us,us
2012-02-07T16:16:42.540Z,14.794,-87.561,26.3,4.5,mb,80,76.9,,0.78,us,usp000jen7,2015-03-24T02:13:32.637Z,Honduras,earthquake,,9.6,,50,reviewed,us,us
2012-02-07T15:48:54.850Z,13.284,-89.259,35,4.4,md,16,107.6,,1.15,us,usp000jen6,2014-11-07T01:46:59.000Z,offshore El Salvador,earthquake,,,,,reviewed,us,snet
2012-02-06T10:30:26.370Z,14.835,-87.544,25.4,4.4,mb,102,74.1,,0.89,us,usp000jekb,2015-03-24T01:58:54.315Z,Honduras,earthquake,,9.7,,62,reviewed,us,us
2012-02-05T14:19:39.320Z,13.314,-89.015,90.2,4.8,mb,227,54.2,,1.03,us,usp000jehp,2015-03-24T02:10:34.844Z,offshore El Salvador,earthquake,,,,140,reviewed,us,us
2012-02-04T11:06:45.440Z,13.25,-89.26,81.7,4.4,mb,32,172.3,,0.92,us,usp000jefh,2015-03-24T02:19:30.593Z,offshore El Salvador,earthquake,,10.3,,26,reviewed,us,us
