time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-02-02T04:24:21.770Z,13.206,-89.198,104.3,4.6,mb,215,86.3,,1.09,us,usp000je9q,2015-03-24T01:25:20.205Z,offshore El Salvador,earthquake,,5.6,,150,reviewed,us,us
2012-01-13T05:35:08.830Z,12.961,-88.322,35,4.5,mb,17,178.5,,1.07,us,usp000jde4,2014-11-07T01:46:46.779Z,offshore El Salvador,earthquake,,,,7,reviewed,us,us
2012-01-03T22:32:48.630Z,13.002,-88.296,93.5,4.5,mb,35,109.6,,1.25,us,usp000jd07,2014-11-07T01:46:42.893Z,offshore El Salvador,earthquake,,10.6,,18,reviewed,us,us
2011-11-29T13:40:44.930Z,15.708,-87.021,8.3,4.2,mb,19,98.4,,1.25,us,usp000jbkm,2014-11-07T01:46:25.813Z,Honduras,earthquake,,26.8,,5,reviewed,us,us
2011-11-29T06:26:34.130Z,13.577,-88.893,157.6,4.7,mb,126,82.1,,0.9,us,usp000jbk4,2014-11-07T01:46:25.727Z,El Salvador,earthquake,,4.3,,90,reviewed,us,us
2011-11-24T21:13:15.650Z,13.297,-87.898,43.2,5,mwc,201,85,,1.22,us,usp000jbby,2015-03-24T01:23:23.651Z,El Salvador,earthquake,,6.6,,,reviewed,us,gcmt
2011-10-30T06:28:08.000Z,13.162,-89.161,68.6,4.4,mb,69,185.3,,0.89,us,usp000ja4c,2014-11-07T01:46:12.593Z,offshore El Salvador,earthquake,,6.2,,47,reviewed,us,us
2011-09-22T10:13:38.450Z,12.959,-88.58,90.9,4.4,mb,104,106.8,,0.78,us,usp000j8d6,2014-11-07T01:45:56.350Z,offshore El Salvador,earthquake,,5.9,,75,reviewed,us,us
2011-08-15T12:58:08.320Z,15.859,-85.326,35,4.6,mb,150,58.3,,1.14,us,usp000j6gs,2015-03-24T02:05:18.515Z,Honduras,earthquake,,,,102,reviewed,us,us
2011-08-13T00:53:51.810Z,12.928,-88.554,83.3,4.7,mb,214,87,,0.98,us,usp000j6d3,2015-03-24T01:19:48.586Z,offshore El Salvador,earthquake,,4.7,,136,reviewed,us,us
2011-07-02T22:54:00.000Z,13.26,-87.849,6,4,mb,6,166.6,,,us,usp000j42t,2014-11-07T01:45:15.648Z,El Salvador,earthquake,,,,5,reviewed,snet,us
2011-06-20T00:10:00.000Z,12.93,-88.951,30,4,mb,15,160.1,,,us,usp000j3ev,2014-11-07T01:45:07.394Z,offshore El Salvador,earthquake,,,,14,reviewed,snet,us
2011-06-11T22:24:33.430Z,13.265,-87.685,10,4.1,mb,16,215.4,,0.64,us,usp000j30f,2014-11-07T01:45:04.458Z,Golfo de Fonseca  Honduras,earthquake,,,,10,reviewed,us,us
2011-03-30T22:26:37.340Z,15.26,-87.65,37,4.5,mb,37,119.1,,1.32,us,usp000hyyk,2015-03-24T02:13:41.073Z,Honduras,earthquake,,16.6,,19,reviewed,us,us
2011-03-29T11:30:18.820Z,15.853,-89.427,10,4.1,mb,17,249.5,,1.11,us,usp000hyv3,2014-11-07T01:44:22.009Z,Guatemala,earthquake,,,,5,reviewed,us,us
2011-03-01T21:46:42.050Z,13.561,-88.452,198.8,4.7,mb,27,146.4,,1.14,us,usp000hv80,2014-11-07T01:43:50.352Z,El Salvador,earthquake,,7.4,,20,reviewed,us,us
2011-02-16T02:38:32.520Z,13.112,-88.839,74,4.3,mb,36,119.8,,0.93,us,usp000hukc,2014-11-07T01:43:40.665Z,offshore El Salvador,earthquake,,8.6,,18,reviewed,us,us
2011-01-31T03:50:28.910Z,13.14,-89.155,72.4,4.2,mb,24,168,,1.41,us,usp000htw9,2015-03-24T02:10:19.442Z,offshore El Salvador,earthquake,,9.4,,16,reviewed,us,us
2011-01-04T00:49:41.500Z,13.06,-89.271,51.4,4.8,mb,228,71.6,,,us,usp000hsjb,2015-03-24T01:55:56.506Z,offshore El Salvador,earthquake,,,,88,reviewed,snet,us
2010-12-20T17:21:26.180Z,12.995,-88.64,72.3,5.7,mwb,384,33.3,,1.22,us,usp000hr7g,2016-11-10T02:37:38.831Z,offshore El Salvador,earthquake,,,,,reviewed,us,us
2010-10-01T03:18:40.720Z,13.292,-89.071,120,4.8,mb,197,79.6,,0.87,us,usp000hme8,2015-03-24T01:45:58.430Z,offshore El Salvador,earthquake,,6,,120,reviewed,us,us
2010-09-26T08:03:38.560Z,13.199,-88.267,82.8,4.6,mb,69,151.4,,1.12,us,usp000hm6w,2014-11-07T01:42:30.854Z,El Salvador,earthquake,,,,46,reviewed,us,us
2010-08-01T03:45:34.490Z,13.327,-88.532,138.8,4.2,mb,36,167.4,,1.03,us,usp000hh92,2014-11-07T01:42:07.108Z,El Salvador,earthquake,,9.3,,26,reviewed,us,us
2010-05-12T17:23:00.370Z,12.966,-88.96,77.4,4.7,md,12,182.7,,1.37,us,usp000hcp1,2014-11-07T01:41:28.886Z,offshore El Salvador,earthquake,,13.8,,,reviewed,us,snet
2010-05-03T11:14:10.510Z,12.964,-89.344,73.2,4.3,mb,25,172.6,,1.02,us,usp000hc8x,2014-11-07T01:41:26.085Z,offshore El Salvador,earthquake,,,,11,reviewed,us,us
2010-04-24T15:45:20.980Z,13.247,-88.658,10,4.7,mb,17,167.3,,1.14,us,usp000hbuy,2014-11-07T01:41:19.014Z,El Salvador,earthquake,,0,,5,reviewed,us,us
2010-04-17T23:55:46.620Z,13.412,-89.358,13,4,md,21,124.3,,1.28,us,usp000hbjx,2014-11-07T01:41:17.203Z,offshore El Salvador,earthquake,,28.1,,,reviewed,us,snet
2010-04-10T13:40:46.270Z,13.633,-87.865,28.1,4.4,mb,30,85.3,,1.24,us,usp000hb4f,2014-11-07T01:41:14.665Z,El Salvador,earthquake,,21.4,,10,reviewed,us,us
2010-03-15T20:04:58.770Z,13.518,-89.299,42.8,4,mb,15,123.1,,1.32,us,usp000h9f8,2014-11-07T01:41:02.280Z,El Salvador,earthquake,,12,,1,reviewed,us,us
2010-02-11T17:56:09.080Z,15.169,-86.964,10,4.9,mb,83,162.2,,1.19,us,usp000h76h,2015-03-24T02:28:23.790Z,Honduras,earthquake,,,,53,reviewed,us,us
2010-02-11T17:43:02.660Z,14.984,-86.978,10,4.8,mb,70,75.3,,1.23,us,usp000h76g,2015-03-24T02:07:12.642Z,Honduras,earthquake,,,,42,reviewed,us,us
2010-02-10T23:56:45.790Z,13.318,-89.419,96.5,4.6,mb,36,61.5,,0.98,us,usp000h75m,2014-11-07T01:40:41.642Z,offshore El Salvador,earthquake,,8.8,,10,reviewed,us,us
2010-02-04T20:33:20.030Z,12.943,-88.392,43,4.8,mb,16,170.9,,1.17,us,usp000h6yh,2014-11-07T01:40:39.883Z,offshore El Salvador,earthquake,,17.6,,2,reviewed,us,us
2010-01-30T22:50:09.660Z,13.597,-88.337,197.7,4.8,mb,190,60.7,,0.9,us,usp000h6t2,2014-11-07T01:40:35.415Z,El Salvador,earthquake,,,,113,reviewed,us,us
2010-01-11T23:30:44.470Z,15.437,-88.761,10,5.1,mwc,113,87.8,,1.41,us,usp000h5z8,2016-11-10T02:22:36.571Z,Guatemala,earthquake,,,,,reviewed,us,gcmt
2009-12-31T10:12:06.210Z,16.003,-87.402,10,4.8,mb,44,139.2,,1.31,us,usp000h5j6,2014-11-07T01:40:20.465Z,offshore Honduras,earthquake,,,,25,reviewed,us,us
2009-12-11T21:30:53.950Z,13.288,-89.358,83.2,4.6,mb,44,76.6,,1.52,us,usp000h4yx,2014-11-07T01:40:15.892Z,offshore El Salvador,earthquake,,11.7,,8,reviewed,us,us
2009-10-26T11:32:41.970Z,16.138,-87.914,10,4.2,mb,20,153.1,,1.53,us,usp000h3e7,2014-11-07T01:39:58.623Z,offshore Honduras,earthquake,,,,7,reviewed,us,us
2009-10-18T16:19:47.090Z,15.921,-88.116,10,4.6,mb,55,95.9,,1.42,us,usp000h350,2015-03-24T02:02:58.399Z,offshore Guatemala,earthquake,,,,24,reviewed,us,us
2009-10-17T07:27:36.280Z,13.096,-88.656,104.5,4.4,mb,56,174.5,,0.89,us,usp000h33f,2014-11-07T01:39:56.685Z,offshore El Salvador,earthquake,,8.7,,29,reviewed,us,us
2009-10-16T05:20:44.250Z,13.143,-89.165,61.3,4.7,mb,133,87.1,,1.2,us,usp000h31r,2015-03-24T01:02:34.513Z,offshore El Salvador,earthquake,,,,88,reviewed,us,us
2009-10-10T18:51:26.490Z,13.194,-88.392,64.2,4.3,mb,33,97.6,,1.29,us,usp000h2qa,2014-11-07T01:39:54.644Z,El Salvador,earthquake,,13.9,,10,reviewed,us,us
2009-08-02T23:55:35.060Z,13.158,-88.728,118.5,4.5,mb,69,67.8,,1.02,us,usp000gzxg,2015-03-24T02:24:24.344Z,offshore El Salvador,earthquake,,7.9,,34,reviewed,us,us
2009-08-02T00:14:55.910Z,13.097,-89.185,65,4.4,mb,53,119.5,,1.07,us,usp000gzwf,2014-11-07T01:39:26.111Z,offshore El Salvador,earthquake,,4.4,,16,reviewed,us,us
2009-07-29T04:14:37.700Z,13.095,-89.197,56.1,4.3,md,16,217,,,us,usp000gzs1,2014-11-07T01:39:22.963Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2009-07-20T21:21:46.970Z,16.449,-86.679,20,4.3,mb,25,87.8,,0.75,us,usp000gzg2,2014-11-07T01:39:20.711Z,offshore Honduras,earthquake,,22.7,,8,reviewed,us,us
2009-07-08T03:42:43.270Z,13.905,-84.557,24.4,4.9,mwc,47,87.4,,1.17,us,usp000gz14,2016-11-10T02:14:24.419Z,Nicaragua,earthquake,,,,,reviewed,us,gcmt
2009-07-06T10:34:30.150Z,15.463,-86.317,10,4.3,mb,39,87.8,,0.95,us,usp000gyzd,2014-11-07T01:39:17.761Z,Honduras,earthquake,,,,25,reviewed,us,us
2009-06-30T16:22:33.130Z,15.443,-86.395,35,5,mwc,149,67.6,,0.97,us,usp000gysy,2016-11-10T02:13:58.878Z,Honduras,earthquake,,,,,reviewed,us,gcmt
2009-06-28T13:23:27.390Z,15.348,-86.366,35,4,mb,23,162,,1.2,us,usp000gyq4,2014-11-07T01:39:12.244Z,Honduras,earthquake,,,,12,reviewed,us,us
2009-06-15T16:00:53.750Z,16.318,-87.036,10,5.1,mwc,137,124.9,,0.98,us,usp000gy88,2016-11-10T02:13:27.482Z,offshore Honduras,earthquake,,,,,reviewed,us,gcmt
2009-06-08T05:24:37.710Z,15.937,-87.099,10,4.2,mb,19,123.6,,1.42,us,usp000gxzk,2014-11-07T01:39:07.993Z,offshore Honduras,earthquake,,,,9,reviewed,us,us
2009-06-08T05:13:14.680Z,15.792,-86.865,10,5.4,mwc,350,34.7,,1.08,us,usp000gxzj,2017-04-26T18:09:18.695Z,offshore Honduras,earthquake,,,,,reviewed,us,us
2009-06-07T16:17:27.510Z,16.393,-86.638,10,4.2,mb,24,133.4,,1.07,us,usp000gxz0,2014-11-07T01:39:07.796Z,offshore Honduras,earthquake,,,,15,reviewed,us,us
2009-06-06T11:53:45.600Z,16.363,-87.07,10,4.5,mb,56,78.4,,1.11,us,usp000gxxe,2015-03-24T01:00:37.469Z,offshore Honduras,earthquake,,,,26,reviewed,us,us
2009-06-06T04:37:37.040Z,16.169,-87.65,10,5,mwc,102,82.2,,1.37,us,usp000gxx0,2016-11-10T02:12:55.733Z,offshore Honduras,earthquake,,,,,reviewed,us,gcmt
2009-06-05T08:08:50.490Z,13.112,-87.827,193.5,4.3,mb,22,185.5,,1.16,us,usp000gxw0,2014-11-07T01:39:06.943Z,Golfo de Fonseca  El Salvador,earthquake,,8.6,,16,reviewed,us,us
2009-06-05T01:12:18.130Z,15.424,-86.431,29.1,4.2,mb,50,53.5,,1.27,us,usp000gxvq,2015-03-24T02:42:23.015Z,Honduras,earthquake,,17.7,,23,reviewed,us,us
2009-06-05T00:41:15.030Z,15.461,-86.374,35,4.7,mb,157,70.8,,0.82,us,usp000gxvp,2015-03-24T02:15:20.269Z,Honduras,earthquake,,,,91,reviewed,us,us
2009-06-02T06:43:41.050Z,15.418,-86.409,10,5.1,mwc,190,72.3,,0.97,us,usp000gxsy,2016-11-10T02:12:45.702Z,Honduras,earthquake,,,,,reviewed,us,gcmt
2009-05-31T02:10:17.150Z,15.43,-86.297,10,4.1,mb,22,99,,1.18,us,usp000gxqg,2014-11-07T01:39:02.300Z,Honduras,earthquake,,,,7,reviewed,us,us
2009-05-30T12:20:03.390Z,15.959,-87.477,10,4.2,mb,26,78.5,,1.03,us,usp000gxpv,2014-11-07T01:39:02.220Z,offshore Honduras,earthquake,,,,13,reviewed,us,us
2009-05-30T06:33:05.490Z,16.144,-87.711,10,4.6,mb,72,86.5,,1.32,us,usp000gxpg,2015-03-24T01:00:26.192Z,offshore Honduras,earthquake,,,,47,reviewed,us,us
2009-05-29T15:18:00.920Z,15.574,-86.426,18.1,4.4,mb,50,56.2,,1.37,us,usp000gxnc,2014-11-07T01:39:01.845Z,Honduras,earthquake,,,,20,reviewed,us,us
2009-05-29T12:51:03.340Z,15.379,-86.387,10,4.5,mb,84,55.4,,1.07,us,usp000gxn7,2015-03-24T02:39:05.088Z,Honduras,earthquake,,,,53,reviewed,us,us
2009-05-29T05:17:15.640Z,16.43,-86.573,10,4.1,mb,26,57.9,,0.9,us,usp000gxmu,2014-11-07T01:39:01.724Z,offshore Honduras,earthquake,,,,11,reviewed,us,us
2009-05-29T04:38:18.670Z,16.334,-87.645,10,4.3,mb,28,111.6,,1.3,us,usp000gxms,2014-11-07T01:39:01.716Z,offshore Honduras,earthquake,,,,4,reviewed,us,us
2009-05-29T02:45:44.390Z,16.104,-87.584,10,4.5,mb,93,80.7,,1.1,us,usp000gxmm,2015-03-24T02:00:46.773Z,offshore Honduras,earthquake,,,,61,reviewed,us,us
2009-05-28T11:05:13.970Z,16.414,-86.761,10,4.3,mb,45,60.6,,0.84,us,usp000gxkt,2014-11-07T01:39:01.530Z,offshore Honduras,earthquake,,,,27,reviewed,us,us
2009-05-28T10:37:42.620Z,16.31,-87.458,10,4.1,mb,22,112.2,,1.23,us,usp000gxkr,2014-11-07T01:39:01.523Z,offshore Honduras,earthquake,,,,7,reviewed,us,us
2009-05-28T10:30:18.730Z,16.282,-86.719,10,4.2,mb,22,119.1,,0.97,us,usp000gxkq,2014-11-07T01:39:01.521Z,offshore Honduras,earthquake,,,,8,reviewed,us,us
2009-05-28T10:18:02.510Z,16.494,-86.752,10,4.4,mb,59,66.7,,1.14,us,usp000gxkp,2014-11-07T01:39:01.516Z,offshore Honduras,earthquake,,,,35,reviewed,us,us
2009-05-28T09:06:24.600Z,16.307,-87.405,10,4.8,mb,85,51.6,,0.93,us,usp000gxkm,2015-03-24T01:00:22.578Z,offshore Honduras,earthquake,,,,55,reviewed,us,us
2009-05-24T18:04:38.000Z,13.127,-89.26,49.9,4.4,md,7,184,,,us,usp000gxg3,2014-11-07T01:39:00.870Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2009-05-24T00:23:24.200Z,13.263,-87.644,187.5,4.7,mb,88,104.5,,0.91,us,usp000gxew,2015-03-24T01:00:16.904Z,Honduras,earthquake,,,,60,reviewed,us,us
2009-05-22T21:47:56.000Z,13.202,-89.271,53.7,4.3,md,4,228.3,,,us,usp000gxdq,2014-11-07T01:39:00.422Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2009-05-04T10:43:51.590Z,13.932,-89.463,41.8,4.2,mb,32,114.4,,1.03,us,usp000gwu0,2014-11-07T01:38:54.981Z,El Salvador,earthquake,,12.7,,12,reviewed,us,us
2009-04-13T00:33:20.650Z,13.496,-88.497,195.7,4.6,mb,69,96.9,,1.05,us,usp000gw2u,2014-11-07T01:38:46.192Z,El Salvador,earthquake,,6.6,,36,reviewed,us,us
2009-03-31T17:50:34.170Z,13.452,-86.06,35.5,4.4,mb,26,96.4,,1.42,us,usp000gvmc,2015-03-24T02:41:22.260Z,Nicaragua,earthquake,,11,,9,reviewed,us,us
2009-03-30T23:33:08.200Z,13.134,-89.166,55.8,4,mb,19,203.7,,,us,usp000gvkb,2014-11-07T01:38:39.293Z,offshore El Salvador,earthquake,,,,1,reviewed,snet,us
2009-03-06T07:38:35.830Z,13.003,-88.542,97.7,4.4,mb,56,83.7,,1.17,us,usp000gupg,2014-11-07T01:38:32.853Z,offshore El Salvador,earthquake,,9.8,,30,reviewed,us,us
2009-02-21T10:33:35.830Z,13.503,-88.433,198.9,4.7,mb,94,82.5,,1.06,us,usp000gu8e,2014-11-07T01:38:25.617Z,El Salvador,earthquake,,,,36,reviewed,us,us
2009-02-13T01:42:14.900Z,13.032,-88.827,50.2,4.1,mb,38,119,,,us,usp000gtv6,2014-11-07T01:38:22.999Z,offshore El Salvador,earthquake,,,,7,reviewed,snet,us
2009-02-07T09:40:05.920Z,13.03,-89.235,59,4.5,mb,44,86.2,,1.1,us,usp000gth7,2014-11-07T01:38:20.839Z,offshore El Salvador,earthquake,,,,21,reviewed,us,us
2009-02-03T11:38:42.200Z,12.943,-88.428,70.4,4.3,md,16,175.8,,,us,usp000gtdx,2014-11-07T01:38:19.786Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2009-01-24T16:15:43.190Z,13.127,-89.35,62.8,4.7,mb,114,91.9,,1.38,us,usp000gt23,2015-03-24T01:58:59.549Z,offshore El Salvador,earthquake,,,,62,reviewed,us,us
2009-01-05T14:53:06.160Z,13.097,-87.865,145.6,4.6,mb,36,93.4,,1,us,usp000gs7r,2014-11-07T01:38:10.362Z,offshore El Salvador,earthquake,,,,17,reviewed,us,us
2009-01-01T23:03:30.000Z,13.054,-89.408,26.2,3.8,md,9,243.8,,,us,usp000grzm,2014-11-07T01:38:07.617Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2008-12-23T04:48:06.930Z,13.151,-87.523,178.7,4.4,mb,15,102.8,,1.04,us,usp000gr7z,2014-11-07T01:38:01.362Z,Golfo de Fonseca  Honduras,earthquake,,7.7,,3,reviewed,us,us
2008-12-18T12:18:08.870Z,13.072,-88.796,87.6,4.1,mb,16,119,,1.14,us,usp000gqv7,2014-11-07T01:37:59.181Z,offshore El Salvador,earthquake,,10.5,,3,reviewed,us,us
2008-12-17T20:54:00.490Z,15.693,-87.862,32.8,4.4,mb,13,80.4,,1.36,us,usp000gqtw,2014-11-07T01:37:58.993Z,Honduras,earthquake,,28.2,,1,reviewed,us,us
2008-12-15T05:44:28.360Z,14.32,-88.773,78.3,3.9,md,7,150.5,,1.03,us,usp000gqmt,2014-11-07T01:37:58.357Z,Honduras,earthquake,,14.3,,,reviewed,us,snet
2008-12-14T18:55:24.420Z,13.22,-88.855,91,4.1,md,12,122.4,,1.26,us,usp000gqm0,2014-11-07T01:37:58.201Z,offshore El Salvador,earthquake,,11.9,,,reviewed,us,snet
2008-12-12T06:01:43.380Z,13.101,-87.71,175.5,3.7,mb,16,113.3,,1.03,us,usp000gqek,2014-11-07T01:37:57.563Z,Honduras,earthquake,,7.5,,3,reviewed,us,us
2008-12-09T22:04:16.850Z,13.257,-87.603,180.1,4.3,mb,17,94.1,,1.05,us,usp000gqa3,2014-11-07T01:37:56.909Z,Golfo de Fonseca  Honduras,earthquake,,7.6,,4,reviewed,us,us
2008-12-03T03:12:03.630Z,13.096,-88.712,82.2,4,mb,19,102.5,,0.81,us,usp000gpuy,2014-11-07T01:37:53.022Z,offshore El Salvador,earthquake,,8.8,,6,reviewed,us,us
2008-11-22T00:20:21.390Z,13.621,-88.202,195.7,3.8,mb,12,113.8,,1.13,us,usp000gp6c,2014-11-07T01:37:46.587Z,El Salvador,earthquake,,12.5,,4,reviewed,us,us
2008-11-18T01:38:51.280Z,13.792,-88.901,179.3,4.5,mb,35,113.7,,1.15,us,usp000gnyp,2014-11-07T01:37:45.582Z,El Salvador,earthquake,,8.2,,7,reviewed,us,us
2008-11-15T23:03:16.620Z,13.05,-88.75,48,5.8,mwc,311,37,,1.33,us,usp000gnsv,2016-11-09T07:37:19.230Z,offshore El Salvador,earthquake,,,,,reviewed,us,gcmt
2008-11-13T20:14:23.060Z,13.036,-88.6,87.7,3.9,md,10,110,,1.07,us,usp000gnmc,2014-11-07T01:37:43.951Z,offshore El Salvador,earthquake,,11.6,,,reviewed,us,snet
2008-11-07T03:14:29.600Z,13.759,-88.71,10,3.6,md,13,145.1,,1.31,us,usp000gn4a,2014-11-07T01:37:41.647Z,El Salvador,earthquake,,,,,reviewed,us,snet
2008-10-09T16:12:50.340Z,14.496,-89.009,23.9,4.1,mb,18,159.2,,1.37,us,usp000gjsr,2014-11-07T01:37:26.407Z,Honduras,earthquake,,24.4,,6,reviewed,us,us
2008-09-28T15:33:21.670Z,16.674,-86.125,10,4.5,mb,49,51.6,,1.24,us,usp000ghw6,2014-11-07T01:37:16.040Z,offshore Honduras,earthquake,,,,23,reviewed,us,us
2008-09-28T09:23:09.540Z,16.663,-86.152,10,5,mwc,114,46.1,,1.09,us,usp000ghvr,2016-11-10T02:02:07.860Z,offshore Honduras,earthquake,,,,,reviewed,us,gcmt
2008-09-02T05:26:00.350Z,12.929,-88.893,55.6,4.3,md,7,170.8,,1.4,us,usp000gg72,2014-11-07T01:37:06.250Z,offshore El Salvador,earthquake,,22.1,,,reviewed,us,snet
2008-08-30T12:52:44.400Z,13.095,-89.027,67.4,4.1,mb,27,119.3,,1.15,us,usp000gg0c,2014-11-07T01:37:01.866Z,offshore El Salvador,earthquake,,8.1,,10,reviewed,us,us
2008-08-30T08:22:59.150Z,13.377,-88.139,186,4.5,mb,89,136.4,,0.84,us,usp000gfzx,2014-11-07T01:37:01.489Z,El Salvador,earthquake,,7.5,,64,reviewed,us,us
2008-08-29T09:22:09.100Z,13.01,-89.042,61.3,4,mb,21,105,,1.32,us,usp000gfxa,2014-11-07T01:37:01.058Z,offshore El Salvador,earthquake,,,,4,reviewed,us,us
2008-08-20T08:35:55.880Z,16.378,-85.885,35,3.2,mb,11,157.5,,0.91,us,usp000gf2k,2014-11-07T01:36:57.145Z,offshore Honduras,earthquake,,0,,1,reviewed,us,us
2008-08-15T08:30:02.710Z,13.143,-89.214,79.9,4.2,mb,17,98.9,,1.26,us,usp000geqq,2014-11-07T01:36:54.214Z,offshore El Salvador,earthquake,,10.3,,4,reviewed,us,us
2008-08-09T18:25:48.480Z,15.677,-86.746,40,3.6,mb,10,207.2,,1.8,us,usp000ge9p,2014-11-07T01:36:52.156Z,Honduras,earthquake,,0,,2,reviewed,us,us
2008-08-06T08:51:23.300Z,12.955,-88.566,71.5,4.6,mb,122,146.8,,0.94,us,usp000gdyp,2014-11-07T01:36:50.796Z,offshore El Salvador,earthquake,,,,70,reviewed,us,us
2008-07-26T12:02:55.020Z,13.359,-89.332,92,4.2,mb,37,105.5,,0.92,us,usp000gd6c,2014-11-07T01:36:43.185Z,offshore El Salvador,earthquake,,8.5,,18,reviewed,us,us
2008-06-18T04:38:39.430Z,13.084,-89.147,81.3,4.3,mb,62,95.8,,0.99,us,usp000g9yj,2014-11-07T01:36:22.684Z,offshore El Salvador,earthquake,,8.2,,41,reviewed,us,us
2008-05-26T06:26:12.730Z,14.16,-89.189,10,4,md,5,191.4,,0.39,us,usp000g7tq,2014-11-07T01:36:06.507Z,El Salvador,earthquake,,,,,reviewed,us,snet
2008-05-26T00:33:20.780Z,13.902,-89.368,22.5,4.9,mwc,53,142.4,,1.11,us,usp000g7t6,2016-11-10T01:56:29.893Z,El Salvador,earthquake,,16.6,,,reviewed,us,gcmt
2008-05-02T23:37:31.520Z,16.267,-85.513,28.9,4.2,mb,29,62.2,,0.74,us,usp000g5cd,2014-11-07T01:35:50.076Z,offshore Honduras,earthquake,,19.7,,17,reviewed,us,us
2008-04-27T15:15:45.920Z,16.598,-86.267,17.1,4.5,mb,64,61.3,,0.95,us,usp000g4zb,2014-11-07T01:35:44.382Z,offshore Honduras,earthquake,,13.9,,31,reviewed,us,us
2008-04-21T09:18:52.000Z,13.901,-88.727,203.4,4.3,mb,42,162.5,,0.97,us,usp000g4fu,2014-11-07T01:35:41.215Z,El Salvador,earthquake,,7.4,,24,reviewed,us,us
2008-04-08T19:29:35.850Z,12.979,-88.771,74.7,4.3,mb,21,129.4,,1.01,us,usp000g3d0,2014-11-07T01:35:33.970Z,offshore El Salvador,earthquake,,9.1,,3,reviewed,us,us
2008-04-07T10:27:20.560Z,13.874,-88.726,106.4,4.2,mb,7,186.9,,0.89,us,usp000g39s,2014-11-07T01:35:33.027Z,El Salvador,earthquake,,21.7,,1,reviewed,us,us
2008-03-24T22:05:50.760Z,13.124,-88.987,48.2,4.2,mb,36,169.9,,1.07,us,usp000g29e,2014-11-07T01:35:18.982Z,offshore El Salvador,earthquake,,10,,11,reviewed,us,us
2008-03-12T21:59:57.800Z,13.128,-88.708,109,4,md,8,194.5,,1.07,us,usp000g1bp,2014-11-07T01:35:14.822Z,offshore El Salvador,earthquake,,24.9,,,reviewed,us,snet
2008-03-07T00:35:39.150Z,13.233,-89.077,77.2,4,md,7,179.6,,1.35,us,usp000g0vx,2014-11-07T01:35:11.928Z,offshore El Salvador,earthquake,,17.3,,,reviewed,us,snet
2008-02-03T21:53:33.810Z,16.387,-86.53,35,3.9,mb,11,122.8,,1,us,usp000fy3k,2014-11-07T01:34:53.354Z,offshore Honduras,earthquake,,,,4,reviewed,us,us
2008-01-24T14:19:00.020Z,13.611,-89.447,104,3.9,mb,12,177.7,,1.31,us,usp000fxc0,2014-11-07T01:34:45.643Z,El Salvador,earthquake,,13.3,,3,reviewed,us,us
2008-01-07T05:51:49.820Z,15.563,-88.905,10,4.2,mb,36,139.4,,0.99,us,usp000fw5n,2014-11-07T01:34:37.947Z,Guatemala,earthquake,,,,18,reviewed,us,us
2007-12-11T05:55:00.020Z,13.268,-89.401,93,3.7,mb,11,222.8,,1.2,us,usp000fu87,2014-11-07T01:34:23.671Z,offshore El Salvador,earthquake,,11,,1,reviewed,us,us
2007-12-02T09:46:48.250Z,13.128,-89.402,76.5,4.4,md,9,206.4,,1.29,us,usp000ftqf,2014-11-07T01:34:20.081Z,offshore El Salvador,earthquake,,15.8,,,reviewed,us,snet
2007-11-14T22:14:54.550Z,12.939,-88.623,72,3.7,md,13,113.9,,0.93,us,usp000fsk6,2014-11-07T01:34:10.458Z,offshore El Salvador,earthquake,,12,,,reviewed,us,snet
2007-10-28T09:30:10.330Z,15.281,-88.989,10,4.1,mb,10,137.3,,1.35,us,usp000frf2,2014-11-07T01:34:00.173Z,Guatemala,earthquake,,,,2,reviewed,us,us
2007-09-20T10:46:57.220Z,13.108,-89.225,61.3,4.5,mb,27,86.2,,1.19,us,usp000fns7,2014-11-07T01:33:37.730Z,offshore El Salvador,earthquake,,,,7,reviewed,us,us
2007-09-15T17:59:41.890Z,14.828,-87.12,32.8,5.3,mwc,103,91.7,,1.19,us,usp000fnc9,2016-11-10T01:45:24.918Z,Honduras,earthquake,,,,,reviewed,us,gcmt
2007-09-06T09:08:27.030Z,13.179,-88.22,78.7,4.2,mb,10,208.3,,1.37,us,usp000fmj7,2014-11-07T01:33:31.013Z,El Salvador,earthquake,,29.7,,5,reviewed,us,us
2007-08-17T00:31:13.880Z,13.001,-88.549,92.8,4.6,mb,92,56.6,,0.94,us,usp000fjz7,2015-03-24T00:50:51.317Z,offshore El Salvador,earthquake,,5,,28,reviewed,us,us
2007-08-12T09:09:51.350Z,15.984,-85.7,10,3.8,mb,14,79.5,,1.18,us,usp000fjft,2014-11-07T01:33:15.110Z,offshore Honduras,earthquake,,0,,3,reviewed,us,us
2007-08-01T20:51:49.100Z,13.425,-89.205,87.3,4,mb,13,110.9,,1.06,us,usp000fhmk,2014-11-07T01:33:09.371Z,offshore El Salvador,earthquake,,10.1,,2,reviewed,us,us
